Prezime,Ime,OIB,MBG,OI,Adresa,Mjesto,Pbroj,Adr_rac,Tel,Mob,Mail,OMM,TM,OMM_adresa,OMM_Pbroj,OMM_mjesto,PROIZVOD,Dana,Agent
Petrić,David,88858435779,8639637479935,,Rokova ulica 27,Donji Dragonožec,10253,"Tomislavov trg 43, 10290 Zaprešić",+3851689722,,,4290974492,BIJELI,,,,KLASIK,2/1/2017,001
Špoljarić,Jakov,17207154774,,,Račkoga 90,Brezovica,10257,,,+385914663984,Jakov.spoljaric@yahoo.com,4980842364,BIJELI,,,,IDEAL,3/13/2017,004
Bačić,Nika,41364938933,,296087151,Ivana Langa 74,Hrvatski Leskovac,10251,,+3851163422,+385913456347,Nika.Bacic@hotmail.com,5794894827,BIJELI,,,,IDEAL,4/27/2017,003
Vrdoljak,Iva,58893433106,9747552898522,627132697,Matice hrvatske 25,Zagreb-Novi Zagreb,10020,"Ulica Ljudevita Posavskog 7, 10110 Zagreb",+3851982258,+385916642142,,1468422055,BIJELI,,,,IDEAL,3/11/2017,001
Lončarić,Nika,49121448376,,,Teslina 23,Belovar,10363,,,+385998235470,,7832104507,PLAVI,,,,IDEAL,4/10/2017,002
Jelić,Nika,66344233278,,,Križanićeva 36,Sesvete,10360,,,+385917747390,,5149044111,BIJELI,,,,BONUS,2/13/2017,001
Lukić,Lana,99025418421,3774054390458,,Ulica Izidora Kršnjavog 97,Sesvete,10360,,,+385919678446,,3950743991,BIJELI,,,,IDEAL,1/28/2017,001
Rukavina,Lucija,71035400095,3895813666413,877061179,Kaptol 46,Zagreb-Sloboština,10010,,,+385992828299,,5738653076,PLAVI,,,,IDEAL,4/26/2017,005
Brkić,Jakov,00112833797,4825567731887,225377053,Zavrtnica 86,Sesvete,10360,"Dežmanova 73, 10000 Zagreb",+3851197445,,,3133470341,BIJELI,Ulica baruna Trenka 39,10360,Sesvete,IDEAL,1/29/2017,005
Dujmović,Petra,11001403303,6997989644870,619896452,Lepušićeva 13,Donji Dragonožec,10253,"Žigrovićeva 7, 10361 Sesvete-Kraljevec",,+385913918324,Petra.Dujmovic@yahoo.com,8256899694,BIJELI,,,,KLASIK,1/3/2017,002
Ban,Ivan,95908181536,4069522726771,,Ive Paraća 44,Sesvete,10360,,,+385918598910,Ivan.Ban@gmail.com,1594639303,BIJELI,,,,BONUS,4/18/2017,004
Kralj,Jakov,47815249213,,972076579,Kordunska 65,Zagreb,10000,,+3851470405,+385915841276,,2286403921,BIJELI,,,,IDEAL,4/22/2017,004
Mitrović,Lana,23640425631,7111677601081,688664303,Strossmayerov trg 79,Belovar,10363,,+3851764472,,Lana.Mitrovic@hotmail.com,3570979892,BIJELI,Zvonimirova 93,10362,Kašina,IDEAL,1/3/2017,003
Vrdoljak,David,17327395395,,,Bogovićeva 27,Zaprešić,10290,"Jagićeva 10, 10362 Kašina",,+385999089079,David.Vrdoljak@gmail.com,5783714172,BIJELI,,,,IDEAL,3/10/2017,005
Matijević,Marko,81051714953,9108433149877,,Žigrovićeva 35,Kašina,10362,,,+38591887813,Marko.Matijevic@hotmail.com,2419458249,PLAVI,,,,BONUS,1/3/2017,004
Stanić,Nika,59100231907,,,Nova Ves 12,Sesvete,10360,,+3851263284,,,3545672224,BIJELI,Skalinska 38,10020,Zagreb-Novi,IDEAL,1/11/2017,003
Pintarić,Jakov,53137861300,,111885978,Marićev prolaz 74,Zagreb-Novi Zagreb,10020,"Gundulićeva 99, 10362 Kašina",,+385992146529,Jakov.Pintaric@gmail.com,6357350288,BIJELI,Katančećeva 84,10257,Brezovica,IDEAL,3/4/2017,003
Vidović,Ana,67849561183,4301985540957,,Gajeva 95,Brezovica,10257,,,+385991269464,,6026009741,CRVENI,,,,IDEAL,1/1/2017,003
Vukelić,Leon,00422165262,,889160066,Babukićeva 65,Brezovica,10257,"Hochmannova 32, 10010 Zagreb-Sloboština",,+385916025282,,7573438320,BIJELI,,,,BONUS,1/8/2017,001
Katič,Lucija,41990188315,,492452923,Rakovčeva 11,Sesvete-Kraljevec,10361,"Ulica kneza Mislava 31, 10010 Zagreb-Sloboština",+3851367842,,Lucija.Katic@hotmail.com,3615809774,BIJELI,,,,BONUS,3/1/2017,003
Barišić,Petra,21835314905,3696693737934,926402861,Dukljaninova 50,Zaprešić,10290,"Lepušićeva 39, 10362 Kašina",+3851799445,,Petra.Barisic@yahoo.com,2075366509,BIJELI,,,,IDEAL,1/16/2017,002
Varga,Sara,91362070229,3657001291802,327011352,Kašinska cesta 35,Brezovica,10257,,,+38591944337,,8010403079,BIJELI,,,,IDEAL,1/6/2017,001
Poljak,Ema,51073542571,,,Vukotinovićeva 92,Hrvatski Leskovac,10251,,+3851330199,+385913726628,Ema.Poljak@hotmail.com,7689363952,PLAVI,,,,IDEAL,4/29/2017,004
Sertić,Ivano,67056385912,9387234945824,,Praška 95,Kašina,10362,,,+385914821391,,2688074876,BIJELI,,,,IDEAL,4/17/2017,001
Pavić,Ivan,22738229006,8511600429206,638396069,Ulica Ivana Gorana Kovačića 61,Kašina,10362,,+3851257685,+385911467966,,4453137918,BIJELI,,,,IDEAL,3/27/2017,004
Knežević,Filip,50059574669,,,Utješinovićeva 2,Zagreb-Sloboština,10010,,,+385992205379,,3192115319,BIJELI,,,,IDEAL,2/14/2017,002
Starčević,Sara,13605125454,5392816759863,782669682,Babukićeva 78,Belovar,10363,"Opatovina 6, 10361 Sesvete-Kraljevec",+3851963624,,,9776889299,BIJELI,,,,IDEAL,4/17/2017,004
Crnković,Filip,43105408219,6636734811296,993715373,Ulica Ivana Gorana Kovačića 67,Donji Dragonožec,10253,"Trg bana J. Jelačića 46, 10361 Sesvete-Kraljevec",,+385918362242,Filip.Crnkovic@gmail.com,6167858931,CRVENI,,,,IDEAL,1/24/2017,004
Ljubičić,Ana,99335650132,,392637891,Ulica kneza Mislava 69,Zaprešić,10290,,,+385911617865,,1996472389,BIJELI,,,,IDEAL,2/22/2017,001
Pavlić,Sara,40374365788,9260267677240,644508039,Jurjevska 39,Sesvete-Kraljevec,10361,,+3851524147,+385913838259,,7147210857,BIJELI,,,,BONUS,2/19/2017,001
Ljubičić,Iva,97873666513,,,Trg Vladka Mačeka 42,Kašina,10362,,,+385995325970,Iva.Ljubicic@hotmail.com,2833060698,PLAVI,,,,IDEAL,2/12/2017,003
Grgurić,Iva,63984152595,,,Šoštarićeva 91,Kašina,10362,,,+385912829137,,3407385652,BIJELI,,,,IDEAL,4/13/2017,005
Šimunović,Leon,36096098178,,961312443,Jukićeva 68,Ivanja Reka,10373,"Đorđićeva 78, 10257 Brezovica",,+385994192735,,1706899944,BIJELI,,,,IDEAL,4/3/2017,002
Marić,Filip,34794232042,,363116533,Hebrangova 23,Zagreb-Sloboština,10010,"Ulica Izidora Kršnjavog 43, 10020 Zagreb-Novi Zagreb",+3851782413,,Filip.Maric@yahoo.com,2650882645,PLAVI,Draškovićeva 92,10361,Sesvete-Kraljevec,IDEAL,4/18/2017,004
Jukić,Lucija,70070493339,,,Ulica Republike Austrije 68,Zaprešić,10290,"Barčićeva 29, 10360 Sesvete",,+385918295249,Lucija.Jukic@yahoo.com,6985631872,BIJELI,,,,IDEAL,3/20/2017,003
Filipović,Petar,01433444373,9583969907478,,Lepušićeva 85,Sesvete-Kraljevec,10361,,+3851156299,+385915867943,Petar.Filipovic@hotmail.com,1644596354,BIJELI,,,,IDEAL,3/26/2017,002
Poljak,Filip,62484058864,6437368503540,505872735,Kordunska 11,Brezovica,10257,,+3851688279,+385915756050,,4149714197,BIJELI,,,,IDEAL,2/24/2017,002
Stojanović,Ana,09020196472,,,Đorđićeva 93,Zagreb-Novi Zagreb,10020,,,+385911949088,,6862552664,BIJELI,,,,IDEAL,4/17/2017,004
Šimunović,Filip,76600026979,4343815341978,,Iblerov trg 28,Zagreb-Novi Zagreb,10020,,+3851281805,,Filip.simunovic@hotmail.com,6867990255,BIJELI,,,,IDEAL,2/22/2017,002
Marinović,Nika,69783901046,5775764579810,381909977,Varšavska 46,Brezovica,10257,,,+385995821646,,4575830685,BIJELI,,,,BONUS,3/14/2017,002
Pintarić,David,48867335403,6917844944409,,Rooseveltov trg 14,Zagreb-Sloboština,10010,,,+385914734612,David.Pintaric@gmail.com,2336016028,PLAVI,,,,IDEAL,2/10/2017,003
Medved,David,08349796511,,749585988,Blažekova 93,Zagreb-Sloboština,10010,"Bauerova 64, 10110 Zagreb",+3851881437,+385911814100,,8819696098,PLAVI,,,,BONUS,4/1/2017,005
Petrić,Lana,53066182971,4839562891049,,Rokov perivoj 8,Sesvete-Kraljevec,10361,"Ulica kneza Domagoja 76, 10253 Donji Dragonožec",,+385999459689,Lana.Petric@hotmail.com,4066959278,BIJELI,,,,KLASIK,4/28/2017,001
Ivić,Lucija,16110939491,6078036771051,297825471,Hebrangova 14,Zagreb,10000,"Streljačka 36, 10363 Belovar",,+385992256895,Lucija.Ivic@hotmail.com,1187642702,BIJELI,,,,IDEAL,2/8/2017,003
Marinović,Marta,27304852336,6496658544613,,Kačićeva 48,Zagreb,10000,,,+385994752384,Marta.Marinovic@gmail.com,1463208965,BIJELI,,,,IDEAL,1/16/2017,004
Jozić,Iva,59805726081,1770203589261,,Ulica kneza Trpimira 91,Sesvete,10360,"Livadićeva 22, 10360 Sesvete",,+385916071302,Iva.Jozic@hotmail.com,7307002066,BIJELI,,,,IDEAL,1/12/2017,001
Car,Ivan,18265690368,,258097815,Ulica kneza Borne 46,Sesvete,10360,"Borisa Papandopula 35, 10363 Belovar",+3851774405,,,7379407139,BIJELI,,,,BONUS,4/12/2017,004
Klarić,Jakov,58037652691,2861410609385,,Ilica 80,Ivanja Reka,10373,"Petrinjska 97, 10253 Donji Dragonožec",,+385998017859,,8712031138,CRVENI,,,,IDEAL,1/3/2017,005
Dujmović,Ivano,88679059664,1293124746575,,Praška 14,Sesvete,10360,,+3851611173,,Ivano.Dujmovic@yahoo.com,7004080434,BIJELI,,,,IDEAL,4/25/2017,002
Popović,Lana,55067210428,1802645627830,,Smičiklasova 30,Sesvete-Kraljevec,10361,"Ribnjak 39, 10010 Zagreb-Sloboština",+3851299556,,,3857302951,BIJELI,,,,IDEAL,4/19/2017,001
Mijatović,Marko,35321613577,,328836591,Ulica kraljice Jelene 100,Zagreb-Novi Zagreb,10020,"Ivana Brkanovića 16, 10257 Brezovica",,+38591588684,,2439040654,BIJELI,,,,IDEAL,1/7/2017,002
Jakšić,Filip,22488842218,7804560257689,,Ulica Izidora Kršnjavog 95,Sesvete-Kraljevec,10361,,+3851361212,+385919101952,Filip.Jaksic@hotmail.com,5834318627,CRVENI,,,,BONUS,2/7/2017,004
Miletić,Matej,60460911156,7676557060487,,Biankinijeva 45,Sesvete-Kraljevec,10361,,,+38599259997,,3546913117,PLAVI,,,,IDEAL,4/3/2017,001
Ivanović,Mia,14111961912,6472211840983,,Vlaška 8,Donji Dragonožec,10253,,,+385919494634,Mia.Ivanovic@yahoo.com,9252589818,BIJELI,,,,BONUS,1/8/2017,003
Pavičić,Ema,10352080424,,555795950,Borisa Papandopula 5,Sesvete,10360,,,+38599156165,Ema.Pavicic@hotmail.com,5841853056,CRVENI,,,,BONUS,3/13/2017,004
Stanković,Filip,18373112800,,,Trg Petra Preradovića 29,Zagreb-Dubrava,10040,,+3851270320,+385912316317,Filip.Stankovic@yahoo.com,2267833816,BIJELI,,,,IDEAL,1/29/2017,001
Petković,Leon,95064138052,,456160263,Trg Vladka Mačeka 9,Donji Dragonožec,10253,,+3851694745,+385918629397,Leon.Petkovic@hotmail.com,3294975719,BIJELI,,,,BONUS,1/31/2017,005
Antunović,Ivano,55997402498,6658144906191,,Trg bana J. Jelačića 47,Zagreb-Novi Zagreb,10020,"Smičiklasova 44, 10360 Sesvete",,+385916166932,,8185303746,PLAVI,,,,IDEAL,1/8/2017,005
Vučković,Luka,85996938370,,377789921,Novakova 32,Sesvete,10360,,,+385918061395,Luka.Vuckovic@yahoo.com,1829137970,PLAVI,,,,KLASIK,3/25/2017,003
Tolić,Mia,80198983257,,503439380,Ulica Ante Kovačića 12,Sesvete-Kraljevec,10361,,,+385996284906,Mia.Tolic@gmail.com,9439414625,PLAVI,,,,KLASIK,3/22/2017,005
Radić,Sara,03330738761,,,Zvonarnička 46,Brezovica,10257,"Trg maršala Tita 93, 10257 Brezovica",,+385999919381,,3214287388,BIJELI,Margaretska 39,10257,Brezovica,IDEAL,2/23/2017,005
Mlinarić,Ana,25280595842,,,Petra Dumičića 17,Sesvete-Kraljevec,10361,,,+385995504799,Ana.Mlinaric@yahoo.com,1362990781,PLAVI,,,,KLASIK,2/8/2017,005
Jukić,Jakov,60229846045,2438089623477,810462460,Jagićeva 96,Zaprešić,10290,"Ulica Vladimira Nazora 73, 10361 Sesvete-Kraljevec",,+385915622780,Jakov.Jukic@hotmail.com,3216819430,BIJELI,,,,IDEAL,3/22/2017,001
Jović,Leon,52619016570,1367410124821,352426749,Preobraženska 21,Brezovica,10257,,,+385992404455,Leon.Jovic@yahoo.com,1697231849,BIJELI,,,,IDEAL,4/12/2017,003
Stanić,Ivano,88518107571,,435194779,Heinzelova 41,Kašina,10362,,+3851355683,+385918269969,Ivano.Stanic@gmail.com,6645638626,BIJELI,,,,IDEAL,3/26/2017,002
Vlašić,Marta,75139645000,8583012457744,,Tkalčićeva 6,Kašina,10362,,+3851342275,,Marta.Vlasic@hotmail.com,5529849528,PLAVI,Branjugova 32,10360,Sesvete,IDEAL,2/8/2017,002
Nikolić,Matej,26660307023,,641182014,Ljudevita Posavskog 10,Sesvete,10360,,,+385992541790,Matej.Nikolic@hotmail.com,3434191000,BIJELI,Đorđićeva 75,10253,Donji,BONUS,3/6/2017,004
Bilić,Petra,38351054603,1300235270541,,Tomašićeva 80,Zaprešić,10290,"Kožarska 66, 10363 Belovar",,+38591974358,Petra.Bilic@hotmail.com,4856343940,BIJELI,,,,IDEAL,3/27/2017,002
Ivić,Petar,31193485016,,,Tomislavov trg 94,Zagreb-Novi Zagreb,10020,,,+385918342939,Petar.Ivic@yahoo.com,2724322000,PLAVI,Đorđićeva 44,10253,Donji,IDEAL,3/1/2017,002
Jakšić,Petra,12676980076,9696313675625,184673306,Rudolfa Matza 38,Sesvete-Kraljevec,10361,,+3851306755,+385918677403,,1565625414,BIJELI,,,,BONUS,4/23/2017,003
Josipović,Ivan,85910217841,1233446731299,104811038,Ulica Grgura Ninskog 66,Belovar,10363,,,+38599323894,Ivan.Josipovic@hotmail.com,2546513194,BIJELI,Mladena Pozajića 72,10290,Zaprešić,IDEAL,2/17/2017,003
Vukelić,Jakov,19645152918,3730024896759,801188950,Trg Petra Krešimira IV. 17,Zagreb-Novi Zagreb,10020,,,+385994091192,Jakov.Vukelic@hotmail.com,6512680144,BIJELI,,,,KLASIK,3/3/2017,003
Šostarić,Sara,82767299672,,,Marulićev trg 65,Lučko,10250,,+3851692660,,,3198529442,BIJELI,,,,IDEAL,2/8/2017,004
Mihaljević,Matej,33646793122,,,Ulica Ante Kovačića 61,Kašina,10362,,+3851747826,+38591224762,,9536889659,BIJELI,,,,IDEAL,4/17/2017,004
Jerković,Petar,71077078733,,,Petrinjska 83,Donji Dragonožec,10253,,+3851113311,,,6598697699,BIJELI,,,,IDEAL,3/8/2017,003
Horvat,Luka,25762020286,2323318685617,,Širolina 69,Zagreb-Novi Zagreb,10020,"Dolac 2, 10290 Zaprešić",+3851986225,,,5772215347,BIJELI,,,,IDEAL,3/27/2017,004
Marinović,Lucija,16472293852,4142234932840,,Krajiška 76,Zaprešić,10290,"Sermageova 47, 10362 Kašina",,+385918798811,,1560529476,BIJELI,,,,KLASIK,1/4/2017,001
Tokić,Mia,74242799457,,,Smičiklasova 31,Sesvete,10360,,,+385996351643,Mia.Tokic@hotmail.com,7069045128,PLAVI,,,,BONUS,2/2/2017,003
Marušić,Nika,23906885740,,997653610,Nemčićeva 68,Sesvete-Kraljevec,10361,"Margaretska 5, 10020 Zagreb-Novi Zagreb",,+385915422083,Nika.Marusic@gmail.com,5609080487,PLAVI,,,,IDEAL,3/9/2017,004
Popović,Matej,47529906166,,,Ulica Bartola Kašića 40,Sesvete-Kraljevec,10361,,+3851770130,,,4431699121,PLAVI,,,,KLASIK,4/9/2017,001
Kovačić,Marta,35988981560,,545966015,Kružićeva 57,Sesvete-Kraljevec,10361,"Trg maršala Tita 74, 10373 Ivanja Reka",,+385919025713,Marta.Kovacic@hotmail.com,5035850392,BIJELI,,,,IDEAL,3/20/2017,002
Turković,David,51821081125,9624909561781,,144. brigade Hrvatske vojske 21,Sesvete,10360,"Primorska 26, 10251 Hrvatski Leskovac",+3851154981,+385918231392,,8290889560,BIJELI,Makančeva 82,10257,Brezovica,IDEAL,1/12/2017,005
Petrović,David,55090025704,,,Rakovčeva 99,Ivanja Reka,10373,,+3851638146,+385912556626,,8150444349,PLAVI,,,,IDEAL,1/21/2017,001
Dujmović,Luka,30163755746,,,Ožegovićeva 27,Zagreb-Novi Zagreb,10020,,,+385915943042,Luka.Dujmovic@yahoo.com,2195670777,BIJELI,,,,KLASIK,3/3/2017,003
Varga,Ema,12785404932,8940052812324,,Ulica kneza Borne 21,Zagreb-Novi Zagreb,10020,,+3851147928,,,9532921177,CRVENI,,,,IDEAL,2/28/2017,005
Mandić,Ivano,41332089019,3048179765493,582510182,Krajiška 99,Zagreb-Novi Zagreb,10020,,+3851477144,+385914569977,Ivano.Mandic@gmail.com,9091816083,BIJELI,,,,IDEAL,1/19/2017,005
Blažević,Jakov,93729238450,1454238698785,311552287,Zrinjevac 97,Sesvete,10360,,+3851119158,,,8153453049,BIJELI,,,,IDEAL,4/13/2017,002
Sever,Petra,24573145139,6423796126319,123710366,Savska 35,Donji Dragonožec,10253,,,+385919537549,Petra.Sever@yahoo.com,9202012273,BIJELI,,,,IDEAL,2/18/2017,005
Galić,Ana,04715366512,,,Tomislavov trg 11,Sesvete-Kraljevec,10361,,+3851182454,+385913538370,Ana.Galic@yahoo.com,2565189466,BIJELI,,,,KLASIK,1/6/2017,001
Baričević,Ivano,79434533099,,,Matice hrvatske 91,Hrvatski Leskovac,10251,,,+38591566496,Ivano.Baricevic@gmail.com,5590678849,PLAVI,,,,BONUS,4/1/2017,003
Golubić,Ivano,19918456429,,,Ulica Izidora Kršnjavog 82,Zagreb,10000,,,+385918381052,,7132170048,BIJELI,,,,IDEAL,2/1/2017,002
Jurić,Sara,71046861538,4056505681253,427551424,Marićev prolaz 36,Donji Dragonožec,10253,,+3851686269,,Sara.Juric@gmail.com,1586266684,PLAVI,,,,IDEAL,3/26/2017,004
Mikulić,Jakov,93758222626,,794155762,Heinzelova 51,Zagreb-Novi Zagreb,10020,,+3851514596,+385911356439,,7469016016,PLAVI,,,,IDEAL,2/9/2017,005
Marić,Matej,70497628129,,490503058,Utješinovićeva 92,Zaprešić,10290,,,+385996557047,Matej.Maric@yahoo.com,9545128614,PLAVI,,,,IDEAL,3/10/2017,002
Golubić,Ana,92196634234,8979126070003,349812815,Dežmanova 30,Sesvete-Kraljevec,10361,,+3851997827,,,5830520366,PLAVI,,,,IDEAL,4/21/2017,003
Kovač,Petra,06410889818,4475722935701,,Fabkovićeva 45,Donji Dragonožec,10253,"Kružićeva 100, 10360 Sesvete",+3851181811,+385914444574,Petra.Kovac@gmail.com,8898830306,BIJELI,Margaretska 80,10257,Brezovica,IDEAL,4/15/2017,002
Tomić,Ivan,84230059743,6844480210133,749100235,Bauerova 8,Zagreb-Novi Zagreb,10020,"Bulićeva 9, 10362 Kašina",+3851126171,,Ivan.Tomic@gmail.com,2101242885,CRVENI,,,,IDEAL,2/25/2017,002
Milošević,Lucija,97592396223,4131513939289,,Brune Bjelinskog 89,Brezovica,10257,"Katančećeva 46, 10362 Kašina",+3851416823,,,8249946627,BIJELI,,,,IDEAL,3/14/2017,002
Grubišić,Ivan,31509076107,3579076265455,396548073,Sermageova 76,Sesvete-Kraljevec,10361,,+3851445982,,,2087343330,CRVENI,Đorđićeva 4,10040,Zagreb-Dubrava,KLASIK,1/21/2017,001
Franić,Leon,42197613991,,,Stančićeva 93,Kašina,10362,,+3851616610,,Leon.Franic@gmail.com,8428739072,BIJELI,Cesarčeva 10,10257,Brezovica,IDEAL,3/26/2017,002
Budimir,Ema,24221870610,3058296216965,572208108,Pierottijeva 35,Belovar,10363,,+3851350241,,,4242292397,BIJELI,,,,IDEAL,3/28/2017,001
Marušić,Petra,75319219318,,513246871,Botićev trg 11,Sesvete-Kraljevec,10361,,+3851954866,+385914228286,,9833642773,PLAVI,,,,IDEAL,3/14/2017,001
Sertić,Filip,76953742678,,,Laginjina 77,Kašina,10362,,+3851412474,+385918575902,Filip.Sertic@yahoo.com,7604719636,BIJELI,Mihanovićeva 86,10360,Sesvete,IDEAL,1/9/2017,002
Šostarić,David,80188839458,2011772521441,659748772,Varšavska 43,Sesvete-Kraljevec,10361,,+3851182880,,,7702689122,BIJELI,,,,IDEAL,3/6/2017,005
Barišić,Iva,52306112229,,507794827,Kožarska 9,Sesvete,10360,"Fišerova 29, 10250 Lučko",+3851132846,+38591305445,,4468252858,CRVENI,,,,BONUS,4/20/2017,003
Prpić,Sara,32753393587,1134080815149,218942938,Ulica Grgura Ninskog 94,Sesvete-Kraljevec,10361,,+3851247933,,,1592498765,BIJELI,,,,IDEAL,4/4/2017,004
Šimunić,Jakov,83262391419,1232223723959,922997789,Kašinska cesta 89,Lučko,10250,"Savska 85, 10360 Sesvete",+3851954567,+385917548994,Jakov.simunic@hotmail.com,7543931788,BIJELI,,,,IDEAL,4/9/2017,004
Vuković,Petra,99752699920,,424336876,Heinzelova 98,Sesvete,10360,,,+385991747495,,9179100684,PLAVI,,,,IDEAL,4/3/2017,005
Mikulić,Marko,04614981951,,,Degenova 20,Hrvatski Leskovac,10251,,,+385995315647,,6277901672,PLAVI,,,,IDEAL,1/1/2017,004
Majić,Filip,74529775629,,598447223,Harmica 90,Donji Dragonožec,10253,,,+385911348929,Filip.Majic@hotmail.com,4344209967,BIJELI,,,,IDEAL,3/2/2017,003
Tokić,Sara,90718619366,,885939549,Tomićeva 46,Donji Dragonožec,10253,,,+385994552988,Sara.Tokic@hotmail.com,9826403043,BIJELI,,,,IDEAL,4/10/2017,003
Brajković,Mia,00697578022,,756773210,Gajeva 25,Zaprešić,10290,,+3851876526,,,7575333488,PLAVI,,,,BONUS,1/6/2017,002
Mandić,Iva,31184850440,9271303067858,155190570,Draškovićeva 72,Zagreb-Novi Zagreb,10020,,+3851527803,+385912746156,,4089775501,BIJELI,,,,IDEAL,1/28/2017,004
Golubić,Mia,42847517374,,,Lepušićeva 53,Sesvete,10360,,+3851770174,+38591891556,Mia.Golubic@yahoo.com,8938942838,CRVENI,,,,IDEAL,2/27/2017,001
Horvatić,Mia,76833426786,9833588136737,,Frankopanska 16,Kašina,10362,"Savska 65, 10253 Donji Dragonožec",+3851528134,+385913365741,Mia.Horvatic@gmail.com,6551960749,PLAVI,,,,BONUS,1/30/2017,005
Živković,Ivano,81056057444,,,Krajiška 7,Brezovica,10257,,+3851224288,+385912687655,,7755723506,BIJELI,,,,IDEAL,2/27/2017,003
Perić,David,95783432392,2734315721631,,Stančićeva 97,Sesvete,10360,"Haulikova 34, 10257 Brezovica",,+385996731025,David.Peric@hotmail.com,5080907206,BIJELI,,,,IDEAL,1/20/2017,003
Lovrić,Ema,99193844653,,109734111,Masarykova 30,Sesvete,10360,,,+385915041572,Ema.Lovric@yahoo.com,4387657464,BIJELI,,,,IDEAL,1/19/2017,005
Medved,Leon,08344409413,,,Sermageova 65,Zagreb,10000,,,+385916204649,,6587251486,BIJELI,,,,IDEAL,1/3/2017,003
Grgurić,Matej,99687336387,6075901866842,,Laginjina 76,Sesvete,10360,"Boškovićeva 84, 10361 Sesvete-Kraljevec",,+38591364630,,4674265335,BIJELI,,,,KLASIK,4/20/2017,001
Baričević,Mia,46669829510,,869218358,Ulica baruna Trenka 91,Sesvete,10360,,,+385918114024,,1886887903,BIJELI,,,,BONUS,1/23/2017,001
Popović,Lana,25661863447,,935122704,Žigrovićeva 85,Zaprešić,10290,"Hebrangova 83, 10360 Sesvete",+3851319389,,,9376511585,BIJELI,,,,IDEAL,1/28/2017,005
Babić,Filip,04211571064,,741861952,Bulićeva 8,Belovar,10363,"Krajiška 4, 10361 Sesvete-Kraljevec",+3851741126,+385911188318,,3713329052,BIJELI,,,,IDEAL,1/8/2017,001
Radić,Marko,53430023363,,615801528,Skalinska 38,Zaprešić,10290,,+3851222723,+385911493161,,3835274915,PLAVI,,,,IDEAL,4/26/2017,005
Kos,Petra,62736749272,,,Martićeva 87,Belovar,10363,,,+385998599711,,2797685153,BIJELI,,,,IDEAL,3/10/2017,005
Herceg,Petra,86190549646,7273447745587,832767722,Vodnikova 34,Zagreb-Novi Zagreb,10020,"Ulica kneza Mislava 55, 10362 Kašina",,+385918891196,,9900709365,BIJELI,,,,IDEAL,2/8/2017,005
Dujmović,Matej,38409372106,,886159656,Ulica Vladimira Nazora 97,Ivanja Reka,10373,"Karlovačka k.br. 1, 2 i 4 62, 10010 Zagreb-Sloboština",+3851950446,,Matej.Dujmovic@gmail.com,7980020677,PLAVI,,,,IDEAL,4/13/2017,005
Kovač,Matej,29720355737,1326972210623,760934691,Prolaz sestara Baković 6,Hrvatski Leskovac,10251,"Ljudevita Posavskog 38, 10290 Zaprešić",,+385997808530,,6675293904,BIJELI,,,,IDEAL,1/24/2017,001
Josipović,Petra,34354201832,,102556707,Zvonarnička 31,Kašina,10362,,,+385915506941,Petra.Josipovic@hotmail.com,7834139162,BIJELI,,,,IDEAL,2/22/2017,005
Matković,Jakov,20925279255,,504985253,Ulica kneza Trpimira 26,Lučko,10250,"Primorska 94, 10290 Zaprešić",+3851520784,,,6660670943,BIJELI,,,,IDEAL,4/5/2017,001
Burić,David,55609000867,,242156237,Branjugova 8,Sesvete-Kraljevec,10361,,+3851146759,+385915141534,,7022731576,BIJELI,,,,IDEAL,4/10/2017,002
Cindrić,Nika,66751228238,,711461933,Mrazovićeva 20,Kašina,10362,"Obrtnički prolaz 76, 10020 Zagreb-Novi Zagreb",,+385914787681,Nika.Cindric@gmail.com,8052707416,BIJELI,,,,IDEAL,4/21/2017,004
Perić,Petar,62585891240,,232338698,Gundulićeva 89,Sesvete,10360,,,+385999083604,Petar.Peric@yahoo.com,9671051801,BIJELI,,,,IDEAL,4/8/2017,003
Šostarić,Luka,16825343787,,478273820,Bogišićeva 75,Zagreb-Sloboština,10010,,,+385911727653,Luka.sostaric@yahoo.com,3491396313,BIJELI,,,,IDEAL,2/26/2017,001
Marić,Nika,25479554107,2631237198691,,Draškovićeva 39,Sesvete,10360,,,+385911984786,,9605177807,CRVENI,,,,IDEAL,2/5/2017,003
Horvatić,Ivan,44766391504,,934358278,Hatzova 62,Ivanja Reka,10373,"Utješinovićeva 97, 10360 Sesvete",,+385999581576,,3884985273,PLAVI,,,,IDEAL,2/19/2017,003
Orešković,Ivan,57094894791,,172969594,Cesarčeva 75,Donji Dragonožec,10253,,,+385995823617,Ivan.Oreskovic@gmail.com,1367790349,BIJELI,,,,IDEAL,1/11/2017,003
Ivković,Marta,57401515154,,,Marićev prolaz 37,Donji Dragonožec,10253,,,+385914878973,Marta.Ivkovic@hotmail.com,2733850056,BIJELI,,,,IDEAL,2/6/2017,004
Herceg,Ana,20289480945,5311928518271,420813940,Kordunska 43,Zaprešić,10290,,+3851226138,+385914889058,Ana.Herceg@yahoo.com,9735033039,BIJELI,,,,IDEAL,2/6/2017,002
Jurić,Leon,10494518951,,,Laginjina 62,Kašina,10362,,+3851914513,,,8561148348,BIJELI,,,,IDEAL,2/26/2017,003
